"Open_Time","Open","High","Low","Close","Volume","Close_Time","Quote","Trades","Takers_Buy_Base","Takers_Buy_Quote","Ignore","Open_Timestamp","Close_Timestamp"
"1553745600000.0","90.0","96.0","88.0","93.04","369.03906","1553759999999.0","34460.6895013","169.0","141.99232","13261.2164481","0.0","2019-03-28 04:00:00","2019-03-28 07:59:59.999000064"
"1553760000000.0","93.05","94.7","92.5","93.32","330.55484","1553774399999.0","30910.0228917","202.0","199.94001","18720.2201878","0.0","2019-03-28 08:00:00","2019-03-28 11:59:59.999000064"
"1553774400000.0","93.32","94.25","92.83","94.11","294.87607","1553788799999.0","27527.351088","151.0","111.04705","10385.3196273","0.0","2019-03-28 12:00:00","2019-03-28 15:59:59.999000064"
"1553788800000.0","94.0","96.9","94.0","95.46","468.99396","1553803199999.0","44626.3733708","257.0","258.65109","24638.3964804","0.0","2019-03-28 16:00:00","2019-03-28 19:59:59.999000064"
"1553803200000.0","95.4","98.89","95.0","95.74","855.95594","1553817599999.0","82435.2844585","386.0","366.62251","35376.3635388","0.0","2019-03-28 20:00:00","2019-03-28 23:59:59.999000064"
"1553817600000.0","95.74","96.92","95.48","96.62","582.4367","1553831999999.0","56035.8408924","281.0","298.91225","28704.2731244","0.0","2019-03-29 00:00:00","2019-03-29 03:59:59.999000064"
"1553832000000.0","96.64","97.61","96.0","97.59","519.79356","1553846399999.0","50176.2613558","225.0","161.86008","15665.186846","0.0","2019-03-29 04:00:00","2019-03-29 07:59:59.999000064"
"1553846400000.0","97.23","98.19","96.55","97.65","615.35506","1553860799999.0","60007.9550635","220.0","144.20213","14058.1584388","0.0","2019-03-29 08:00:00","2019-03-29 11:59:59.999000064"
"1553860800000.0","97.65","98.02","94.91","97.65","1093.49498","1553875199999.0","105548.171512","567.0","496.63982","47976.8131053","0.0","2019-03-29 12:00:00","2019-03-29 15:59:59.999000064"
"1553875200000.0","97.87","98.09","96.74","97.74","542.62524","1553889599999.0","52917.7928477","167.0","405.61679","39595.2115451","0.0","2019-03-29 16:00:00","2019-03-29 19:59:59.999000064"
"1553889600000.0","97.7","98.13","97.31","98.13","211.59601","1553903999999.0","20711.9528408","261.0","50.39237","4932.0148405","0.0","2019-03-29 20:00:00","2019-03-29 23:59:59.999000064"
"1553904000000.0","98.3","98.52","96.0","96.79","286.53426","1553918399999.0","27911.2260742","235.0","160.20842","15626.2775592","0.0","2019-03-30 00:00:00","2019-03-30 03:59:59.999000064"
"1553918400000.0","96.02","97.15","95.5","97.0","118.27789","1553932799999.0","11410.2625219","83.0","61.6678","5957.8553788","0.0","2019-03-30 04:00:00","2019-03-30 07:59:59.999000064"
"1553932800000.0","96.56","97.95","95.71","97.65","668.38209","1553947199999.0","64686.6257227","223.0","311.96833","30204.38959","0.0","2019-03-30 08:00:00","2019-03-30 11:59:59.999000064"
"1553947200000.0","97.94","97.97","96.55","97.0","338.43965","1553961599999.0","32856.1612936","173.0","169.18547","16461.8994958","0.0","2019-03-30 12:00:00","2019-03-30 15:59:59.999000064"
"1553961600000.0","96.64","99.19","95.52","99.0","379.4731","1553975999999.0","37153.3081155","287.0","169.09084","16570.7755443","0.0","2019-03-30 16:00:00","2019-03-30 19:59:59.999000064"
"1553976000000.0","99.0","101.0","98.31","100.78","1749.17044","1553990399999.0","174428.9448054","439.0","603.89272","60297.492288","0.0","2019-03-30 20:00:00","2019-03-30 23:59:59.999000064"
"1553990400000.0","100.58","104.77","99.61","103.85","2181.35689","1554004799999.0","223849.7042278","981.0","1033.25204","106318.9346465","0.0","2019-03-31 00:00:00","2019-03-31 03:59:59.999000064"
"1554004800000.0","103.7","105.39","102.0","103.37","2078.58104","1554019199999.0","214768.0523843","754.0","1118.22422","115446.5834496","0.0","2019-03-31 04:00:00","2019-03-31 07:59:59.999000064"
