"Open_Time","Open","High","Low","Close","Volume","Close_Time","Quote","Trades","Takers_Buy_Base","Takers_Buy_Quote","Ignore","Open_Timestamp","Close_Timestamp"
"1556236800000.0","0.0099","0.01052","0.00481","0.00545","2251813333.7","1556323199999.0","13165943.999651","29783.0","992882444.0","5829864.145888","0.0","2019-04-26","2019-04-26 23:59:59.999"
"1556323200000.0","0.00543","0.00586","0.00516","0.00521","440339020.0","1556409599999.0","2401118.029482","7591.0","196839741.6","1075229.909795","0.0","2019-04-27","2019-04-27 23:59:59.999"
"1556409600000.0","0.00521","0.00527","0.00434","0.00442","457183971.5","1556495999999.0","2218764.985351","7463.0","174578789.2","851288.96241","0.0","2019-04-28","2019-04-28 23:59:59.999"
"1556496000000.0","0.00442","0.00456","0.00343","0.00347","520557584.6","1556582399999.0","2090178.57133","7321.0","193985377.5","776881.258542","0.0","2019-04-29","2019-04-29 23:59:59.999"
"1556582400000.0","0.00346","0.00516","0.00346","0.00442","1165706893.8","1556668799999.0","5268819.868298","14764.0","469118811.2","2125649.115694","0.0","2019-04-30","2019-04-30 23:59:59.999"
"1556668800000.0","0.00442","0.00464","0.00402","0.00432","650430750.0","1556755199999.0","2758219.843137","7115.0","163705457.1","697929.709751","0.0","2019-05-01","2019-05-01 23:59:59.999"
"1556755200000.0","0.00432","0.00468","0.0041","0.00419","270118878.8","1556841599999.0","1168828.903711","4636.0","112213722.6","489294.874872","0.0","2019-05-02","2019-05-02 23:59:59.999"
"1556841600000.0","0.00419","0.0044","0.00394","0.00423","279265819.7","1556927999999.0","1153772.204243","3953.0","121483789.0","504597.159312","0.0","2019-05-03","2019-05-03 23:59:59.999"
"1556928000000.0","0.00423","0.00425","0.00381","0.00397","151436176.6","1557014399999.0","612281.143483","2466.0","61798527.1","251222.469891","0.0","2019-05-04","2019-05-04 23:59:59.999"
"1557014400000.0","0.00396","0.00406","0.00359","0.00372","161357630.8","1557100799999.0","614191.031","2273.0","59748550.4","227302.236616","0.0","2019-05-05","2019-05-05 23:59:59.999"
