Wavelength(nm),Transmission(%)
2500.0,50.39148610531691
2499.0,50.696211213636936
2498.0,50.43602055111068
2497.0,50.651358100712486
2496.0,50.16165805141443
2495.0,50.4304952008328
2494.0,50.62615937688015
2493.0,50.4150964868213
2492.0,50.267672692345315
2491.0,50.58426164673254
2490.0,50.547830112672486
2489.0,50.2341358644672
2488.0,50.38994446957532
2487.0,50.41289812488511
2486.0,50.47045704621588
2485.0,50.185777830427234
2484.0,50.323960171184126
2483.0,50.20231397624103
2482.0,50.065455000781334
2481.0,50.27035999789481
2480.0,50.091180520539915
2479.0,50.45551255836166
2478.0,50.07851155405504
2477.0,49.74147902290218
2476.0,50.15465871766255
2475.0,49.857896502975116
2474.0,50.18577465807073
2473.0,50.21054004547617
2472.0,50.11872828149491
2471.0,50.142872049098884
2470.0,50.12526484531327
2469.0,50.0467302450217
2468.0,49.799856767350484
2467.0,49.97239368309425
2466.0,49.764480009842
2465.0,49.828093629659236
2464.0,49.948234495136695
2463.0,49.88668889165794
2462.0,49.75166727457663
2461.0,49.67483630634579
2460.0,49.80394496564485
2459.0,49.74207339327339
2458.0,49.74067058644028
2457.0,49.96105144455892
2456.0,49.70109581423743
2455.0,49.890681383070714
2454.0,49.612754794552046
2453.0,49.81695236273387
2452.0,49.58380168895828
2451.0,49.683270520749886
2450.0,49.9543850339142
2449.0,49.629507945460865
2448.0,49.64292864468457
2447.0,49.6920660279506
2446.0,49.772162259362304
2445.0,49.42812109525103
2444.0,49.6544876358174
2443.0,49.63853882355165
2442.0,49.62535693654322
2441.0,49.630830883270605
2440.0,49.45186346293391
2439.0,49.47075123616359
2438.0,49.53380736354995
2437.0,49.53642864094635
2436.0,49.47161515180659
2435.0,49.34484026197857
2434.0,49.538879538775845
2433.0,49.633841798918205
2432.0,49.339828370445524
2431.0,49.33797173679639
2430.0,49.35899592698294
2429.0,49.45342819287805
2428.0,49.43159761111043
2427.0,49.29783989058358
2426.0,49.40615197561185
2425.0,49.59778461868638
2424.0,49.356677325358234
2423.0,49.50261909523533
2422.0,49.35760305052106
2421.0,49.31627104792508
2420.0,49.29955884266402
2419.0,49.283501488190154
2418.0,49.29431591512834
2417.0,49.39766401066129
2416.0,49.165106806023786
2415.0,49.37643167744126
2414.0,49.25640692503087
2413.0,49.19621226160372
2412.0,49.35330521229381
2411.0,49.18748710366599
2410.0,49.15244566119568
2409.0,49.245941024194074
2408.0,49.23387363511024
2407.0,49.325025515706045
2406.0,49.13626517018818
2405.0,49.129093601064966
2404.0,49.28137960526216
2403.0,49.06023443282258
2402.0,49.217966320111586
2401.0,49.22423880509687
2400.0,49.17494340116321
