Wavelength(nm),Transmission(%)
2500.0,46.22629813953218
2499.0,46.56828931901879
2498.0,45.955152798976805
2497.0,46.182143352394135
2496.0,45.857404498987115
2495.0,45.41545596052371
2494.0,45.69359909406528
2493.0,45.145014508712954
2492.0,45.27343873368249
2491.0,45.040174649332634
2490.0,44.71455907706839
2489.0,44.60779330418846
2488.0,44.34739596299141
2487.0,44.52967246450075
2486.0,44.517204722403406
2485.0,43.85426366922923
2484.0,43.86721513272483
2483.0,43.69842972194035
2482.0,43.60522599536107
2481.0,43.28780272391777
2480.0,43.365161294985356
2479.0,43.35351304458294
2478.0,42.91728286265214
2477.0,42.779074048339275
2476.0,42.63707356105307
2475.0,42.34576476515971
2474.0,42.129429699326785
2473.0,42.222399005277936
2472.0,42.122193329015886
2471.0,41.90107924082328
2470.0,41.85252827247319
2469.0,41.62957645052874
2468.0,41.40334609509382
2467.0,41.397698545860514
2466.0,41.18480693652765
2465.0,40.919582866224616
2464.0,41.0345461287281
2463.0,40.83556483840112
2462.0,40.429019889349235
2461.0,40.52832776345998
2460.0,40.31357834785824
2459.0,40.089048755501274
2458.0,40.214772692186955
2457.0,40.01968577312916
2456.0,39.8448971834484
2455.0,39.64745496456047
2454.0,39.44523591290972
2453.0,39.51259941609738
2452.0,39.26271547687951
2451.0,38.97662018471665
2450.0,38.984369091486364
2449.0,38.438593465709125
2448.0,38.81197801235116
2447.0,38.70633442628355
2446.0,38.476051399124835
2445.0,38.193495811797604
2444.0,38.28851692860548
2443.0,38.186333446733045
2442.0,38.07270014817313
2441.0,37.89948485841346
2440.0,37.787059339911394
2439.0,37.65497463442365
2438.0,37.40080872838835
2437.0,37.33345682862315
2436.0,37.25814488234456
2435.0,36.738852337111936
2434.0,37.164264044032194
2433.0,36.97115959874493
2432.0,36.86788687034311
2431.0,36.56786774021186
2430.0,36.62335623383375
2429.0,36.53176680995132
2428.0,36.471400419046745
2427.0,36.10230424927344
2426.0,36.24093060557348
2425.0,36.25679457981559
2424.0,35.97611271681531
2423.0,36.15623419469677
2422.0,35.822447974172775
2421.0,35.702026802801086
2420.0,35.78667241264271
2419.0,35.66289609429781
2418.0,35.45776233717737
2417.0,35.465776664940684
2416.0,35.43415616782994
2415.0,35.211772119520674
2414.0,35.27898919502003
2413.0,35.08862415754802
2412.0,35.1116594791
2411.0,35.07160060545104
2410.0,34.940395559902235
2409.0,34.94495083160647
2408.0,34.89765262226345
2407.0,34.87021244895018
2406.0,34.589629056323766
2405.0,34.71506011250769
2404.0,34.45924785417298
2403.0,34.66930727795057
2402.0,34.51095619243137
2401.0,34.497405373721115
2400.0,34.456651557487874
2399.0,34.402540896830125
2398.0,34.38264443676091
2397.0,34.19512476742459
2396.0,34.13706095768046
2395.0,33.96219033716543
2394.0,34.02608471993305
2393.0,34.11549804237621
2392.0,33.983137837744344
2391.0,34.10523344180091
2390.0,34.012156236970796
2389.0,33.890033716321085
2388.0,33.94240622837265
2387.0,33.975261593056665
2386.0,33.86915035419879
2385.0,33.917963782660266
2384.0,33.740556436029955
2383.0,33.9247233790641
2382.0,33.81273086972445
2381.0,33.81427944354141
2380.0,33.69155870276273
2379.0,33.80937528612647
2378.0,33.71736256651586
2377.0,33.782233075611025
2376.0,33.682119573911244
2375.0,33.758812920265115
2374.0,33.70909957052823
2373.0,33.74201343144629
2372.0,33.65916125792629
2371.0,33.77094570134838
2370.0,33.68744019136945
2369.0,33.752990636787636
2368.0,33.63594153203115
2367.0,33.735608589145755
2366.0,33.73834644854984
2365.0,33.83336023996037
2364.0,33.71556670250147
2363.0,33.76077252317979
2362.0,33.811070618443125
2361.0,33.83448526298479
2360.0,33.86649749133463
2359.0,33.8510523492621
2358.0,33.82326250605862
2357.0,33.93190143102841
2356.0,33.943226820293724
2355.0,33.95389925353243
2354.0,34.04736862398809
2353.0,34.11552882809892
2352.0,34.01686522348031
2351.0,34.13798703754283
2350.0,34.1203424407887
2349.0,34.220977689746626
2348.0,34.199989405510166
2347.0,34.23069274292047
2346.0,34.279268054335574
2345.0,34.47740872450548
2344.0,34.50604330728664
2343.0,34.489476028921416
2342.0,34.58264056094238
2341.0,34.60803997054852
2340.0,34.64236114883603
2339.0,34.65266375084002
2338.0,34.698279979837146
2337.0,34.85286457027174
2336.0,34.89667853063443
2335.0,34.911685694499006
2334.0,35.029001913540746
2333.0,35.100835359177445
2332.0,35.106060397355385
2331.0,35.28580168413657
2330.0,35.37802564087158
2329.0,35.33154639180625
2328.0,35.4409011743262
2327.0,35.50886316299898
2326.0,35.55817956278929
2325.0,35.67997020025745
2324.0,35.762369212391334
2323.0,35.80961095752274
2322.0,35.96562416417377
2321.0,36.00693364910447
2320.0,35.988053210256524
2319.0,36.20366244165098
2318.0,36.23502998998019
2317.0,36.33723743508458
2316.0,36.47942142797296
2315.0,36.45209588044621
2314.0,36.61969973467776
2313.0,36.741591028448305
2312.0,36.79727254231836
2311.0,36.96544322409604
2310.0,36.99257366244628
2309.0,37.10048309008363
2308.0,37.2162589619953
2307.0,37.37253725655911
2306.0,37.47948677286551
2305.0,37.71424281094687
2304.0,37.62276372854128
2303.0,37.81908119796001
2302.0,37.926736775353305
2301.0,38.237056133189554
2300.0,38.38605516329024
2299.0,38.427308341670766
2298.0,38.55440785294515
2297.0,38.68926229186743
2296.0,38.83373466488293
2295.0,38.965550812776854
2294.0,39.08950757042533
2293.0,39.35534170705737
2292.0,39.54811283969559
2291.0,39.69664248867714
2290.0,39.7786302204121
2289.0,39.89151762996263
2288.0,40.06776461569454
2287.0,40.484942286226456
2286.0,40.6809247020013
2285.0,40.842905056444
2284.0,40.99752184113202
2283.0,41.02502801766338
2282.0,41.41121529794148
2281.0,41.69878892065236
2280.0,41.67213889562803
2279.0,42.00611175977447
2278.0,42.18481678043962
2277.0,42.60377581676915
2276.0,42.62048015944919
2275.0,42.930047271399
2274.0,43.03599022690548
2273.0,43.38693642561479
2272.0,43.72275768583977
2271.0,43.92996346139932
2270.0,44.073287314896234
2269.0,44.158558388926
2268.0,44.633978885210865
2267.0,44.741987852458195
2266.0,45.1017563639526
2265.0,45.2783612083294
2264.0,45.24221382169097
2263.0,45.51271816674822
2262.0,45.82540936718609
2261.0,46.096722429512795
2260.0,46.04743426495374
2259.0,46.58024653301875
2258.0,46.52522617106568
2257.0,46.635522784766906
2256.0,47.01253961342501
2255.0,47.0798773844434
2254.0,47.29720155207457
2253.0,47.30070837632686
2252.0,47.56908460465728
2251.0,47.75873287727261
2250.0,47.93999697797395
2249.0,48.048286174213544
2248.0,48.25565790306417
2247.0,48.36782237363589
2246.0,48.497871493044485
2245.0,48.75295572315506
2244.0,48.88931527877914
2243.0,49.016100602555404
2242.0,49.209191560726964
2241.0,49.32953880412981
2240.0,49.59909380378128
2239.0,49.671656710587726
2238.0,49.89204465014751
2237.0,49.92884732109405
2236.0,50.00543053141
2235.0,50.37169892879151
2234.0,50.43817722617301
2233.0,50.51217181528078
2232.0,50.73565843919252
2231.0,50.783282819305406
2230.0,50.98153238640894
2229.0,51.30265037789147
2228.0,51.434826774264366
2227.0,51.58388692207592
2226.0,51.65287405283869
2225.0,51.82462996210177
2224.0,51.92391921518003
2223.0,52.010663317933535
2222.0,52.1833091770205
2221.0,52.30647732709266
2220.0,52.47577207843895
2219.0,52.682640202731214
2218.0,52.77764357538667
