Wavelength(nm),Transmission(%)
2500.0,28.476549828274667
2499.0,29.010266423639003
2498.0,28.958852880401192
2497.0,28.996377109607913
2496.0,29.10300806119681
2495.0,29.095809818026414
2494.0,29.664543419835006
2493.0,29.45461672705284
2492.0,29.906608710099793
2491.0,29.907844426417057
2490.0,29.749080994776623
2489.0,30.050278707646815
2488.0,30.142888676124652
2487.0,30.529965040491014
2486.0,30.520282611164944
2485.0,30.36459856420714
2484.0,30.615194668024227
2483.0,30.74149517241746
2482.0,30.86696120738611
2481.0,31.394639176582707
2480.0,31.113311025786427
2479.0,31.65963260718693
2478.0,31.75022515751264
2477.0,31.752620560182255
2476.0,31.864759851140974
2475.0,32.23690019785875
2474.0,32.240446731243175
2473.0,32.60286108317371
2472.0,32.81838536206417
2471.0,32.90798009850863
2470.0,33.159603199506385
2469.0,33.30790314210315
2468.0,33.278442680729384
2467.0,33.711015045396906
2466.0,33.876166767262625
2465.0,34.218408412764475
2464.0,34.31368339204437
2463.0,34.51331510544573
2462.0,34.55504486002929
2461.0,35.10460462737669
2460.0,35.263307784705866
2459.0,35.45333739144409
2458.0,35.78958236460131
2457.0,35.84392067829556
2456.0,36.12499241117008
2455.0,36.226513304348096
2454.0,36.31257403363988
2453.0,36.782434016960295
2452.0,37.004959389472326
2451.0,37.203993872360236
2450.0,37.36488379272663
2449.0,37.607557661750036
2448.0,37.8593755618801
2447.0,38.33436948329164
2446.0,38.48085309452767
2445.0,38.44191826037696
2444.0,38.97117911691192
2443.0,39.03753689226158
2442.0,39.33624753629562
2441.0,39.693668037273014
2440.0,40.05421674843104
2439.0,40.324952637057535
2438.0,40.42480208457027
2437.0,40.61218953892162
2436.0,40.74537950738306
2435.0,40.95878294334849
2434.0,41.416908912087365
2433.0,41.56782141538052
2432.0,41.753552168469255
2431.0,41.91059166848565
2430.0,42.324037488274726
2429.0,42.753653760163324
2428.0,42.82849767474683
2427.0,43.112389473789946
2426.0,43.271400805839306
2425.0,43.75654921576059
2424.0,43.87828795088827
2423.0,44.105794814139124
2422.0,44.20263717406282
2421.0,44.517816887007115
2420.0,44.98317037979855
2419.0,45.04670535669931
2418.0,45.38656284370017
2417.0,45.56387508834408
2416.0,45.747313219088554
2415.0,46.020518459448915
2414.0,46.21618183314578
2413.0,46.391538659581656
2412.0,46.60956450936984
2411.0,46.971013982665276
2410.0,47.148196075043074
2409.0,47.31262516741159
2408.0,47.51043749582165
2407.0,47.81320305837436
2406.0,47.974492943501325
2405.0,48.11614231365403
2404.0,48.215956110463836
2403.0,48.564540616640166
2402.0,48.75744084698274
2401.0,48.906724792372366
2400.0,49.109136747261864
2399.0,49.355080860312775
2398.0,49.47260320325487
2397.0,49.69727397123834
2396.0,49.79317197168247
2395.0,49.94687753893337
2394.0,50.10571426359762
2393.0,50.44640570623871
2392.0,50.324940162257356
2391.0,50.647766686678466
2390.0,50.733383621455
2389.0,50.68319290758403
2388.0,50.94093161856619
2387.0,51.06331313461424
2386.0,51.245112668541694
2385.0,51.30788969638791
2384.0,51.33335890415904
2383.0,51.61472477568736
2382.0,51.50816408589485
2381.0,51.65025412604274
2380.0,51.75319475941475
2379.0,51.777661247115425
2378.0,51.870067850889036
2377.0,52.05538758724329
2376.0,51.96154885131632
2375.0,52.12589497010153
2374.0,52.21728847292025
2373.0,52.2091328108946
2372.0,52.20254029225128
2371.0,52.2491788585815
2370.0,52.311820527121355
2369.0,52.17666240718235
2368.0,52.29496312568821
2367.0,52.21826087913344
2366.0,52.19549995412409
2365.0,52.25629394380572
2364.0,52.10028215367098
2363.0,52.14600535281287
2362.0,52.21488104612308
2361.0,52.064239206835886
2360.0,52.03125615979661
2359.0,51.87716907128031
2358.0,51.95463807525178
2357.0,51.878678152033466
2356.0,51.85298713193597
2355.0,51.6379358973124
2354.0,51.509190380543956
2353.0,51.44705122256613
2352.0,51.22747156656763
2351.0,51.15464031594203
2350.0,51.0425559571706
2349.0,50.944221550054635
2348.0,50.85084570805909
2347.0,50.70875059295987
2346.0,50.53997002078277
2345.0,50.57585788133518
2344.0,50.25245782044095
2343.0,50.12650812478865
2342.0,49.876787551009684
2341.0,49.74151149754786
2340.0,49.564671450514496
2339.0,49.358834468106366
2338.0,49.223594817000404
2337.0,48.89688461355092
2336.0,48.725567616770405
2335.0,48.54210678385524
2334.0,48.39824864971905
2333.0,48.19716354608569
2332.0,47.9623256501819
2331.0,47.726421003237384
2330.0,47.526545918834856
2329.0,47.20036554237054
2328.0,46.98918419779344
2327.0,46.82706100400123
2326.0,46.47225352647102
2325.0,46.201126066258055
2324.0,46.012044408320776
2323.0,45.67432878817689
2322.0,45.450840945306034
2321.0,45.192044636718634
2320.0,45.0322467304945
2319.0,44.737864235352404
2318.0,44.274057865586805
2317.0,44.179141975224425
2316.0,43.811991125267966
2315.0,43.49743693761468
2314.0,43.262337397890995
2313.0,43.14275778893884
2312.0,42.62928820782056
2311.0,42.48958649956538
2310.0,42.213775982336244
2309.0,41.87793266753432
2308.0,41.62570767361783
2307.0,41.25366628564608
2306.0,41.0367644169411
2305.0,40.83430664039711
2304.0,40.2696650959742
2303.0,40.21290610540316
2302.0,39.882904817564565
2301.0,39.63430658458002
2300.0,39.59660552738582
2299.0,38.93917396149102
2298.0,38.63502874499534
2297.0,38.56726776535077
2296.0,37.970861788295025
2295.0,37.99012365597243
2294.0,37.68870620207579
